"n";"anno";"genere";"eta";"peso";"altezza";"dipsci";"dipcla";"diptec";"dipalt";"componenti";"occhiali";"fumo";"diploma"
1856;1993;1;21,00;65,00;161;0;0;1;0;5;1;0;"     tec"
1857;1993;1;23,70;50,00;160;0;1;0;0;5;0;0;"     cla"
1858;1993;1;20,80;54,00;170;0;0;1;0;5;0;0;"     tec"
1859;1993;0;21,60;74,00;173;0;0;1;0;4;1;1;"     tec"
1860;1993;1;22,20;55,00;165;0;0;1;0;5;0;1;"     tec"
1861;1993;1;21,00;53,00;165;0;0;0;1;5;0;0;"     alt"
1862;1993;1;20,20;62,00;166;1;0;0;0;5;0;0;"     sci"
1863;1993;1;20,70;53,00;170;0;0;1;0;6;1;0;"     tec"
1864;1993;1;19,60;54,00;168;0;0;1;0;4;0;0;"     tec"
1865;1993;1;19,50;54,00;167;1;0;0;0;4;0;0;"     sci"
1866;1993;1;20,10;57,00;169;0;1;0;0;5;0;0;"     cla"
1867;1993;1;27,60;60,00;165;0;1;0;0;5;0;1;"     cla"
1868;1993;1;21,60;63,00;175;0;0;1;0;3;1;0;"     tec"
1869;1993;1;19,50;60,00;163;0;0;1;0;3;1;0;"     tec"
1870;1993;1;19,50;60,00;172;0;0;0;1;5;1;0;"     alt"
1871;1993;1;20,80;54,00;166;1;0;0;0;6;1;0;"     sci"
1872;1993;0;29,90;90,00;186;1;0;0;0;5;0;0;"     sci"
1873;1993;1;20,60;48,00;158;0;1;0;0;4;1;0;"     cla"
1874;1993;1;20,30;52,00;155;0;0;1;0;3;0;0;"     tec"
1875;1993;1;20,70;55,00;160;0;1;0;0;5;0;0;"     cla"
1876;1993;1;19,20;58,00;163;0;0;1;0;5;0;1;"     tec"
1877;1993;1;20,10;53,00;163;0;1;0;0;5;0;1;"     cla"
1878;1993;0;21,70;80,00;190;0;0;1;0;4;1;0;"     tec"
1879;1993;1;20,50;55,00;169;0;0;1;0;5;0;0;"     tec"
1880;1993;1;24,60;64,00;164;0;0;1;0;4;1;0;"     tec"
1881;1993;1;24,40;53,00;156;0;0;1;0;5;0;0;"     tec"
1882;1993;1;20,20;64,00;163;0;0;1;0;3;0;0;"     tec"
1883;1993;1;19,70;52,00;160;0;1;0;0;5;0;0;"     cla"
1884;1993;0;19,30;59,00;164;0;1;0;0;4;1;1;"     cla"
1885;1993;0;20,70;81,00;188;0;0;1;0;5;0;0;"     tec"
1886;1993;1;23,60;62,00;170;0;0;1;0;7;0;1;"     tec"
1887;1993;1;20,30;52,00;160;0;1;0;0;5;0;0;"     cla"
1888;1993;1;19,60;64,00;160;1;0;0;0;4;1;0;"     sci"
1889;1993;1;20,80;67,00;170;0;1;0;0;3;1;0;"     cla"
1890;1993;0;24,30;69,00;166;0;0;1;0;5;1;0;"     tec"
1891;1993;0;20,90;75,00;174;0;0;1;0;8;1;0;"     tec"
1892;1993;1;20,90;54,00;168;0;1;0;0;4;0;0;"     cla"
1893;1993;1;20,60;60,00;160;0;0;1;0;5;1;0;"     tec"
1894;1993;1;20,80;60,00;163;0;0;0;1;4;1;0;"     alt"
1895;1993;0;20,80;75,00;175;1;0;0;0;4;0;0;"     sci"
1896;1993;1;22,00;58,00;167;1;0;0;0;5;0;0;"     sci"
1897;1993;1;19,60;55,00;165;0;1;0;0;4;1;0;"     cla"
1898;1993;1;20,30;58,00;170;1;0;0;0;4;1;0;"     sci"
1899;1993;1;21,20;64,00;165;0;0;1;0;7;0;0;"     tec"
1900;1993;0;19,70;65,00;179;1;0;0;0;4;1;0;"     sci"
1901;1993;0;19,50;100,00;190;0;0;1;0;4;1;1;"     tec"
1902;1993;0;21,00;70,00;180;0;0;1;0;5;0;0;"     tec"
1903;1993;1;20,90;70,00;165;0;0;1;0;5;0;0;"     tec"
1904;1993;1;23,50;57,00;165;0;1;0;0;5;0;1;"     cla"
1905;1993;1;30,00;55,00;165;0;0;1;0;3;0;1;"     tec"
1906;1993;0;21,70;70,00;180;0;0;0;1;5;1;0;"     alt"
1907;1993;0;21,80;90,00;180;0;0;1;0;5;0;1;"     tec"
1908;1993;1;20,50;59,00;172;0;0;0;1;5;0;1;"     alt"
1909;1993;1;20,10;78,00;165;0;0;0;1;5;0;0;"     alt"
1910;1993;1;19,30;50,00;164;0;0;1;0;4;0;1;"     tec"
1911;1993;0;28,20;67,00;167;0;0;1;0;4;0;1;"     tec"
1912;1993;0;20,70;60,00;175;0;0;1;0;4;0;0;"     tec"
1913;1993;0;21,60;60,00;169;0;0;1;0;4;1;1;"     tec"
1914;1993;0;20,40;85,00;180;0;0;1;0;3;0;1;"     tec"
1915;1993;1;19,10;65,00;171;0;0;1;0;4;0;1;"     tec"
1916;1993;0;20,80;68,00;172;0;0;1;0;4;0;0;"     tec"
1917;1993;0;20,80;70,00;184;1;0;0;0;4;1;0;"     sci"
1918;1993;0;20,30;60,00;172;0;0;1;0;5;0;1;"     tec"
1919;1993;0;22,00;77,00;177;0;0;1;0;4;0;0;"     tec"
1920;1993;1;20,10;65,00;167;0;1;0;0;5;0;1;"     cla"
1921;1993;0;19,60;78,00;184;0;0;1;0;4;1;1;"     tec"
1922;1993;0;20,80;78,00;177;0;0;1;0;4;0;0;"     tec"
1923;1993;0;23,20;80,00;182;0;0;1;0;4;0;0;"     tec"
1924;1993;1;20,90;56,00;166;0;1;0;0;5;0;0;"     cla"
1925;1993;1;19,70;51,00;167;0;1;0;0;5;0;0;"     cla"
1926;1993;1;20,80;56,00;165;0;0;1;0;5;0;0;"     tec"
1927;1993;1;20,70;60,00;162;0;1;0;0;4;1;0;"     cla"
1928;1993;1;24,70;60,00;167;0;0;1;0;2;0;0;"     tec"
1929;1993;1;21,00;50,00;155;1;0;0;0;4;1;0;"     sci"
1930;1993;1;21,00;56,00;156;0;1;0;0;6;0;0;"     cla"
1931;1993;0;21,60;60,00;175;1;0;0;0;3;1;0;"     sci"
1932;1993;0;20,80;74,00;176;0;0;1;0;10;0;1;"     tec"
1933;1993;0;20,70;72,00;170;0;1;0;0;4;1;0;"     cla"
1934;1993;1;21,50;60,00;174;1;0;0;0;3;1;1;"     sci"
1935;1993;1;19,80;50,00;168;1;0;0;0;4;1;1;"     sci"
1936;1993;0;20,60;64,00;173;0;1;0;0;6;0;0;"     cla"
1937;1993;1;20,30;75,00;163;0;1;0;0;4;0;0;"     cla"
1938;1993;1;26,10;56,00;153;1;0;0;0;5;1;1;"     sci"
1939;1993;1;20,70;63,00;180;0;1;0;0;5;0;1;"     cla"
1940;1993;1;21,40;70,00;176;0;1;0;0;4;0;0;"     cla"
1941;1993;1;28,40;62,00;165;1;0;0;0;6;1;0;"     sci"
1942;1993;1;20,60;61,00;170;0;0;1;0;4;1;0;"     tec"
1943;1993;0;29,40;60,00;167;0;0;1;0;4;0;0;"     tec"
1944;1993;1;20,60;55,00;170;0;0;0;1;4;1;0;"     alt"
1945;1993;1;19,60;55,00;165;0;1;0;0;4;1;0;"     cla"
1946;1993;0;20,80;80,00;182;0;0;1;0;5;0;0;"     tec"
1947;1993;0;26,30;76,00;178;0;0;1;0;6;1;1;"     tec"
1948;1993;1;20,60;58,00;162;0;1;0;0;6;1;0;"     cla"
1949;1993;1;20,90;55,00;168;0;1;0;0;7;1;0;"     cla"
1950;1993;0;20,20;68,00;175;0;1;0;0;6;0;0;"     cla"
1951;1993;1;24,10;53,00;159;0;1;0;0;6;0;0;"     cla"
1952;1993;0;20,40;75,00;177;0;0;0;1;5;0;0;"     alt"
1953;1993;0;20,40;70,00;177;0;0;1;0;4;1;0;"     tec"
1954;1993;0;38,30;83,00;174;1;0;0;0;4;1;0;"     sci"
1955;1993;1;21,00;53,00;160;0;0;1;0;4;0;1;"     tec"
1956;1993;0;20,70;70,00;180;1;0;0;0;4;1;0;"     sci"
1957;1993;0;24,80;65,00;170;0;0;1;0;5;1;0;"     tec"
1958;1993;0;22,20;70,00;165;0;0;1;0;4;1;0;"     tec"
1959;1993;0;19,70;68,50;172;1;0;0;0;5;1;0;"     sci"
1960;1993;1;20,90;73,00;178;0;0;1;0;4;1;0;"     tec"
1961;1993;1;19,50;50,00;165;0;0;1;0;7;1;0;"     tec"
1962;1993;0;27,20;74,00;180;0;0;1;0;2;1;0;"     tec"
1963;1993;1;19,80;58,00;174;0;0;1;0;4;1;0;"     tec"
1964;1993;1;20,70;53,00;162;0;1;0;0;4;1;1;"     cla"
1965;1993;1;19,40;54,00;163;0;1;0;0;5;1;0;"     cla"
1966;1993;0;30,30;73,00;178;0;0;1;0;1;0;0;"     tec"
1967;1993;1;20,60;50,00;160;0;0;1;0;5;0;0;"     tec"
1968;1993;1;21,20;54,00;160;0;0;1;0;5;0;0;"     tec"
1969;1993;1;31,60;56,00;156;0;0;1;0;5;1;1;"     tec"
1970;1993;1;21,00;50,00;167;1;0;0;0;4;1;0;"     sci"
1971;1993;1;19,60;57,00;171;0;1;0;0;4;1;1;"     cla"
1972;1993;0;20,30;60,00;179;0;1;0;0;4;1;0;"     cla"
1973;1993;0;20,20;85,00;183;1;0;0;0;5;0;1;"     sci"
1974;1993;0;21,40;73,00;179;1;0;0;0;5;1;0;"     sci"
1975;1993;0;22,30;60,00;170;0;0;1;0;5;0;1;"     tec"
1976;1993;1;20,90;45,00;155;0;0;1;0;4;0;0;"     tec"
1977;1993;1;21,30;50,00;158;0;1;0;0;6;0;0;"     cla"
1978;1993;0;41,00;80,00;174;0;1;0;0;3;1;0;"     cla"
1979;1993;1;21,70;50,00;162;0;0;1;0;4;0;0;"     tec"
1980;1993;1;20,50;57,00;165;0;1;0;0;5;1;0;"     cla"
1981;1993;1;19,20;57,00;165;1;0;0;0;5;0;0;"     sci"
1982;1993;1;20,50;50,00;160;0;0;0;1;5;1;0;"     alt"
1983;1993;1;20,00;60,00;172;1;0;0;0;5;1;0;"     sci"
1984;1993;1;21,00;55,00;165;0;0;1;0;6;1;0;"     tec"
1985;1993;0;25,40;107,00;172;1;0;0;0;4;1;0;"     sci"
1986;1993;0;22,60;81,00;183;0;0;1;0;4;1;0;"     tec"
1987;1993;1;30,80;70,00;165;0;0;1;0;3;1;0;"     tec"
1988;1993;1;20,90;50,00;160;1;0;0;0;4;0;0;"     sci"
1989;1993;1;20,30;62,00;165;1;0;0;0;5;1;0;"     sci"
1990;1993;1;20,70;54,00;172;0;1;0;0;4;1;0;"     cla"
1991;1993;1;19,50;63,00;175;0;0;1;0;5;0;0;"     tec"
1992;1993;0;48,60;80,00;178;0;0;1;0;4;0;1;"     tec"
1993;1993;1;20,30;60,00;169;0;0;1;0;4;0;0;"     tec"
1994;1993;1;19,80;60,00;177;1;0;0;0;4;0;0;"     sci"
1995;1993;1;19,10;57,00;160;0;0;1;0;5;1;1;"     tec"
1996;1993;1;20,60;52,00;162;1;0;0;0;5;1;1;"     sci"
1997;1993;1;20,10;58,00;163;1;0;0;0;4;0;0;"     sci"
1998;1993;1;20,50;53,00;175;0;0;0;1;5;0;1;"     alt"
1999;1993;0;19,50;70,00;182;0;1;0;0;4;0;0;"     cla"
2000;1993;0;24,40;55,00;160;0;0;1;0;4;0;0;"     tec"
2001;1993;1;20,30;55,00;160;1;0;0;0;2;0;0;"     sci"
2002;1993;1;20,80;51,00;158;0;0;1;0;6;1;0;"     tec"
2003;1993;1;19,80;53,00;161;0;1;0;0;3;1;0;"     cla"
2004;1993;1;19,40;60,00;168;0;1;0;0;4;0;0;"     cla"
2005;1993;1;19,60;53,00;168;0;0;0;1;4;1;0;"     alt"
2006;1993;1;23,00;52,00;160;0;0;1;0;4;1;0;"     tec"
2007;1993;1;21,20;45,00;158;0;1;0;0;6;1;0;"     cla"
2008;1993;0;19,10;80,00;182;1;0;0;0;4;0;0;"     sci"
2009;1993;0;20,70;71,00;179;1;0;0;0;4;0;0;"     sci"
2010;1993;1;20,20;45,00;158;0;1;0;0;4;0;0;"     cla"
2011;1993;1;19,60;55,00;168;0;0;0;1;3;0;0;"     alt"
2012;1993;0;23,70;70,00;177;0;1;0;0;5;0;0;"     cla"
2013;1993;1;20,90;75,00;175;0;1;0;0;5;0;0;"     cla"
2014;1993;0;21,70;80,00;178;1;0;0;0;6;0;1;"     sci"
2015;1993;1;19,30;52,00;167;0;0;1;0;4;0;0;"     tec"
2016;1993;1;22,60;77,00;167;1;0;0;0;5;0;1;"     sci"
2017;1993;0;21,00;68,00;179;1;0;0;0;4;0;1;"     sci"
2018;1993;1;20,70;73,00;174;0;0;0;1;6;1;0;"     alt"
2019;1993;1;21,50;55,00;164;1;0;0;0;6;1;0;"     sci"
2020;1993;0;21,40;82,00;178;1;0;0;0;3;1;0;"     sci"
2021;1993;0;30,80;66,00;178;0;1;0;0;4;1;0;"     cla"
2022;1993;0;21,20;85,00;180;1;0;0;0;6;1;1;"     sci"
2023;1993;1;19,60;50,00;166;1;0;0;0;4;0;1;"     sci"
2024;1993;0;19,20;68,00;176;0;1;0;0;4;0;0;"     cla"
2025;1993;1;21,50;66,00;172;0;1;0;0;3;1;0;"     cla"
2026;1993;1;19,20;63,00;175;0;1;0;0;5;0;0;"     cla"
2027;1993;1;24,90;49,00;165;0;0;1;0;4;0;0;"     tec"
2028;1993;0;28,30;84,00;178;0;0;1;0;3;0;0;"     tec"
2029;1993;1;22,20;53,00;161;1;0;0;0;4;0;0;"     sci"
2030;1993;1;25,40;56,00;161;0;0;1;0;4;0;0;"     tec"
2031;1993;1;19,20;50,00;160;0;1;0;0;4;0;1;"     cla"
2032;1993;1;19,60;60,00;163;0;1;0;0;6;1;1;"     cla"
2033;1993;1;27,20;49,00;160;0;0;1;0;5;1;0;"     tec"
2034;1993;1;20,30;60,00;175;1;0;0;0;5;0;0;"     sci"
2035;1993;1;21,20;50,00;158;0;0;1;0;3;0;0;"     tec"
2036;1993;0;27,00;67,00;174;0;0;1;0;4;0;0;"     tec"
2037;1993;0;25,10;65,00;173;0;1;0;0;4;0;1;"     cla"
2038;1993;0;19,40;60,00;170;0;0;1;0;5;0;0;"     tec"
2039;1993;0;21,70;65,00;174;0;0;1;0;5;0;1;"     tec"
2040;1993;0;26,90;74,00;175;0;0;1;0;4;1;1;"     tec"
2041;1993;1;20,40;53,00;164;0;0;1;0;4;0;0;"     tec"
2042;1993;1;21,00;53,00;163;0;1;0;0;4;0;0;"     cla"
2043;1993;0;20,50;80,00;186;0;0;1;0;3;1;0;"     tec"
2044;1993;1;21,00;65,00;173;0;1;0;0;4;1;0;"     cla"
2045;1993;1;19,70;60,00;160;0;1;0;0;4;0;0;"     cla"
2046;1993;1;28,70;55,00;173;0;0;0;1;5;0;0;"     alt"
2047;1993;1;19,70;60,00;160;0;1;0;0;5;1;0;"     cla"
2048;1993;0;21,00;65,00;169;1;0;0;0;4;0;0;"     sci"
2049;1993;1;20,40;71,00;177;0;0;1;0;5;1;1;"     tec"
2050;1993;1;21,70;48,00;165;1;0;0;0;5;0;0;"     sci"
2051;1993;1;23,90;67,00;177;0;0;1;0;7;0;0;"     tec"
2052;1993;0;20,40;75,00;180;0;1;0;0;5;1;1;"     cla"
2053;1993;1;24,00;73,00;175;0;0;1;0;6;0;0;"     tec"
2054;1993;1;19,20;44,00;153;0;1;0;0;4;0;0;"     cla"
2055;1993;1;20,70;50,00;158;1;0;0;0;4;1;0;"     sci"
2056;1993;1;20,70;65,00;165;0;0;1;0;6;1;0;"     tec"
2057;1993;1;20,90;76,00;176;0;1;0;0;4;0;1;"     cla"
2058;1993;0;20,70;68,00;165;0;0;1;0;4;1;0;"     tec"
2059;1993;0;21,70;63,00;165;0;0;0;1;6;0;0;"     alt"
2060;1993;0;20,40;68,00;169;0;0;1;0;4;0;0;"     tec"
2061;1993;1;26,80;57,00;175;0;1;0;0;5;1;0;"     cla"
2062;1993;1;31,20;72,00;173;0;1;0;0;3;0;0;"     cla"
2063;1993;0;19,60;65,00;179;0;1;0;0;4;0;0;"     cla"
2064;1993;1;19,10;60,00;168;0;1;0;0;4;1;0;"     cla"
2065;1993;0;20,70;80,00;180;0;1;0;0;5;0;0;"     cla"
2066;1993;1;21,40;50,00;167;0;0;1;0;5;0;0;"     tec"
2067;1993;1;29,00;56,00;153;0;1;0;0;6;0;1;"     cla"
2068;1993;1;19,20;52,00;163;0;0;1;0;3;0;0;"     tec"
2069;1993;0;24,80;75,00;181;0;1;0;0;5;0;1;"     cla"
2070;1993;0;19,10;71,00;178;0;0;1;0;5;0;1;"     tec"
2071;1993;0;26,80;92,00;181;0;1;0;0;3;0;0;"     cla"
2072;1993;0;22,10;60,00;169;0;0;1;0;4;0;0;"     tec"
2073;1993;0;27,20;54,00;160;0;0;1;0;2;1;0;"     tec"
2074;1993;1;21,50;58,00;160;0;1;0;0;3;0;1;"     cla"
2075;1993;1;20,20;50,00;160;0;0;1;0;3;0;0;"     tec"
2076;1993;0;20,40;70,00;170;0;0;1;0;4;0;1;"     tec"
2077;1993;0;20,30;97,00;188;0;0;1;0;3;0;1;"     tec"
2078;1993;0;23,10;64,00;165;1;0;0;0;4;0;1;"     sci"
2079;1993;1;21,10;51,00;168;0;0;1;0;4;0;0;"     tec"
2080;1993;0;25,70;82,00;187;0;0;1;0;4;0;1;"     tec"
2081;1993;0;20,40;65,00;180;1;0;0;0;6;1;0;"     sci"
2082;1993;0;20,70;60,00;168;0;0;1;0;4;1;1;"     tec"
2083;1993;1;21,00;50,00;160;0;0;1;0;5;0;1;"     tec"
2084;1993;0;20,40;74,00;170;0;0;1;0;5;0;1;"     tec"
2085;1993;1;20,60;60,00;168;0;0;1;0;4;0;1;"     tec"
2086;1993;0;23,80;62,00;174;0;0;1;0;5;0;1;"     tec"
2087;1993;0;21,10;74,00;175;0;1;0;0;5;0;1;"     cla"
2088;1993;1;20,80;57,00;168;0;0;1;0;5;0;0;"     tec"
2089;1993;1;20,50;57,00;168;0;1;0;0;5;0;0;"     cla"
2090;1993;1;19,20;52,00;170;0;1;0;0;3;0;0;"     cla"
2091;1993;1;20,60;58,00;165;0;0;1;0;4;0;0;"     tec"
2092;1993;1;22,20;58,00;170;0;0;1;0;4;1;0;"     tec"
2093;1993;1;25,60;44,00;158;0;0;1;0;4;1;0;"     tec"
2094;1993;1;21,70;58,00;168;0;1;0;0;4;1;1;"     cla"
2095;1993;1;19,70;61,00;165;0;0;1;0;4;0;0;"     tec"
2096;1993;1;22,50;59,00;167;0;1;0;0;5;1;1;"     cla"
2097;1993;1;21,00;58,00;167;1;0;0;0;4;0;0;"     sci"
2098;1993;0;22,60;65,00;174;1;0;0;0;4;1;1;"     sci"
2099;1993;0;19,90;74,00;182;0;0;1;0;4;1;1;"     tec"
2100;1993;0;19,70;64,00;173;0;0;1;0;5;0;1;"     tec"
2101;1993;0;20,20;79,00;185;0;1;0;0;4;1;0;"     cla"
2102;1993;1;19,30;56,00;167;0;1;0;0;5;0;0;"     cla"
2103;1993;1;20,40;50,00;167;0;1;0;0;4;1;0;"     cla"
2104;1993;0;20,70;80,00;180;0;0;1;0;4;0;1;"     tec"
2105;1993;1;20,50;70,00;175;0;0;1;0;4;1;0;"     tec"
2106;1993;1;20,90;63,00;166;0;0;0;1;3;0;0;"     alt"
2107;1993;1;20,80;57,00;165;0;1;0;0;5;1;0;"     cla"
2108;1993;1;23,90;54,00;165;0;1;0;0;5;0;0;"     cla"
2109;1993;1;21,40;48,00;159;0;0;0;1;6;0;0;"     alt"
2110;1993;1;22,00;52,00;167;0;0;1;0;7;1;1;"     tec"
2111;1993;0;19,60;65,00;176;0;0;1;0;5;1;1;"     tec"
2112;1993;1;19,50;56,00;160;0;0;1;0;6;0;0;"     tec"
2113;1993;0;20,10;57,00;168;0;0;1;0;4;1;0;"     tec"
2114;1993;0;31,20;67,00;176;0;0;1;0;4;0;0;"     tec"
2115;1993;0;21,00;75,00;175;0;0;1;0;4;1;0;"     tec"
2116;1993;0;21,10;82,00;181;0;0;1;0;6;0;0;"     tec"
2117;1993;0;21,50;82,00;186;0;1;0;0;4;0;0;"     cla"
2118;1993;0;21,30;72,00;175;1;0;0;0;4;0;0;"     sci"
2119;1993;0;27,50;75,00;172;0;0;1;0;3;0;1;"     tec"
2120;1993;0;21,50;70,00;176;0;0;0;1;5;0;0;"     alt"
2121;1993;0;20,70;80,00;174;0;0;1;0;5;1;1;"     tec"
2122;1993;0;19,20;62,00;175;1;0;0;0;5;0;1;"     sci"
2123;1993;0;25,00;70,00;172;1;0;0;0;4;1;1;"     sci"
2124;1993;0;21,90;70,00;175;0;0;1;0;3;0;1;"     tec"
2125;1993;0;26,80;76,00;179;0;0;1;0;2;0;0;"     tec"
2126;1993;1;22,20;58,00;165;0;0;1;0;4;1;1;"     tec"
2127;1993;0;21,40;73,00;178;0;0;1;0;6;0;0;"     tec"
2128;1993;1;19,20;53,00;159;0;0;1;0;4;0;0;"     tec"
2129;1993;1;19,40;59,00;170;0;0;1;0;4;0;0;"     tec"
2130;1993;1;25,50;50,00;165;0;1;0;0;6;1;0;"     cla"
2131;1993;1;20,70;55,00;175;0;1;0;0;4;1;0;"     cla"
2132;1993;1;22,70;50,00;157;0;0;0;1;5;1;1;"     alt"
2133;1993;1;20,60;68,00;168;0;0;0;1;5;1;0;"     alt"
2134;1993;1;19,20;55,00;170;0;0;1;0;4;0;1;"     tec"
2135;1993;1;21,90;50,00;163;0;1;0;0;5;1;0;"     cla"
2136;1993;1;21,00;58,00;165;0;1;0;0;4;0;0;"     cla"
2137;1993;1;21,60;58,00;165;1;0;0;0;4;1;0;"     sci"
2138;1993;1;21,20;60,00;167;1;0;0;0;5;0;0;"     sci"
2139;1993;1;19,60;57,00;167;0;1;0;0;4;0;0;"     cla"
2140;1993;1;22,50;48,00;163;1;0;0;0;5;1;0;"     sci"
2141;1993;1;23,80;65,00;170;0;0;0;1;7;0;0;"     alt"
2142;1993;0;30,40;80,00;176;1;0;0;0;3;1;0;"     sci"
2143;1993;0;20,20;66,00;172;1;0;0;0;5;1;0;"     sci"
2144;1993;0;20,50;67,00;170;0;0;1;0;4;0;0;"     tec"
2145;1993;0;21,00;70,00;182;1;0;0;0;5;0;0;"     sci"
2146;1993;0;24,20;82,00;181;0;0;1;0;4;0;0;"     tec"
2147;1993;0;26,70;74,00;176;0;0;1;0;7;0;1;"     tec"
2148;1993;1;20,80;43,00;160;1;0;0;0;4;1;0;"     sci"
2149;1993;0;21,70;71,00;172;0;1;0;0;4;0;1;"     cla"
2150;1994;1;21,00;56,00;165;1;0;0;0;5;0;0;"     sci"
2151;1994;1;21,70;56,00;158;0;0;1;0;3;0;0;"     tec"
2152;1994;1;20,30;58,00;165;0;0;1;0;3;0;0;"     tec"
2153;1994;1;32,50;70,00;162;0;0;1;0;4;1;0;"     tec"
2154;1994;0;20,50;90,00;180;1;0;0;0;6;0;1;"     sci"
2155;1994;1;22,80;50,00;160;0;0;1;0;6;1;0;"     tec"
2156;1994;1;20,40;50,00;160;0;1;0;0;5;1;0;"     cla"
2157;1994;0;21,80;76,00;179;1;0;0;0;5;0;0;"     sci"
2158;1994;1;20,40;53,00;162;1;0;0;0;3;1;0;"     sci"
2159;1994;1;20,50;50,00;170;0;1;0;0;4;0;0;"     cla"
2160;1994;0;19,50;70,00;170;0;0;1;0;5;0;1;"     tec"
2161;1994;0;25,60;72,00;173;0;0;1;0;3;0;0;"     tec"
2162;1994;1;21,20;62,00;159;0;1;0;0;4;0;0;"     cla"
2163;1994;1;19,80;53,00;160;0;1;0;0;4;0;0;"     cla"
2164;1994;1;19,60;60,00;170;0;1;0;0;5;0;0;"     cla"
2165;1994;0;39,70;85,00;180;1;0;0;0;4;0;1;"     sci"
2166;1994;0;25,40;70,00;170;0;0;1;0;5;0;1;"     tec"
2167;1994;0;38,70;69,00;180;0;1;0;0;3;1;0;"     cla"
2168;1994;0;23,00;68,00;178;0;0;1;0;5;0;0;"     tec"
2169;1994;0;21,80;90,00;175;1;0;0;0;5;0;0;"     sci"
2170;1994;0;19,40;72,00;169;1;0;0;0;5;1;0;"     sci"
2171;1994;0;20,70;78,00;178;0;0;1;0;6;0;0;"     tec"
2172;1994;0;20,50;63,00;165;0;0;1;0;4;0;0;"     tec"
2173;1994;0;20,50;63,00;170;1;0;0;0;5;0;1;"     sci"
2174;1994;0;19,10;73,00;180;1;0;0;0;4;1;0;"     sci"
2175;1994;0;21,30;95,00;185;0;0;1;0;7;0;0;"     tec"
2176;1994;0;24,50;86,00;180;1;0;0;0;5;1;1;"     sci"
2177;1994;0;26,00;77,00;178;1;0;0;0;6;1;0;"     sci"
2178;1994;0;21,30;74,00;180;0;1;0;0;6;1;0;"     cla"
2179;1994;0;19,20;90,00;182;0;0;1;0;4;1;1;"     tec"
2180;1994;0;24,80;70,00;183;0;0;1;0;4;0;1;"     tec"
2181;1994;0;22,00;77,00;182;0;0;1;0;5;1;0;"     tec"
2182;1994;0;20,50;120,00;190;0;0;1;0;5;0;0;"     tec"
2183;1994;0;20,10;85,00;196;0;0;1;0;5;0;0;"     tec"
2184;1994;0;23,40;78,00;178;0;0;0;1;6;0;1;"     alt"
2185;1994;0;21,80;71,00;175;1;0;0;0;4;0;1;"     sci"
2186;1994;0;20,70;84,00;187;0;1;0;0;3;0;0;"     cla"
2187;1994;0;25,00;85,00;183;0;1;0;0;2;0;0;"     cla"
2188;1994;0;19,50;63,00;169;1;0;0;0;4;0;0;"     sci"
2189;1994;0;20,20;89,00;189;1;0;0;0;4;1;1;"     sci"
2190;1994;0;25,90;68,00;172;0;1;0;0;5;0;0;"     cla"
2191;1994;0;23,10;80,00;171;0;0;1;0;5;1;0;"     tec"
2192;1994;0;19,10;75,00;185;0;0;1;0;3;1;0;"     tec"
2193;1994;0;22,60;63,00;184;0;0;1;0;5;0;1;"     tec"
2194;1994;0;25,90;80,00;185;0;0;1;0;3;0;0;"     tec"
2195;1994;0;23,90;73,00;173;0;0;1;0;4;0;0;"     tec"
2196;1994;0;20,20;77,00;179;1;0;0;0;5;0;1;"     sci"
2197;1994;0;21,30;80,00;183;0;0;1;0;4;0;1;"     tec"
2198;1994;0;21,00;80,00;180;0;0;1;0;5;1;0;"     tec"
2199;1994;0;22,30;62,00;175;0;0;1;0;5;1;0;"     tec"
2200;1994;0;19,30;71,00;182;1;0;0;0;5;1;0;"     sci"
2201;1994;0;19,30;80,00;180;0;0;1;0;4;0;0;"     tec"
2202;1994;0;20,70;63,00;170;0;0;0;1;4;1;0;"     alt"
2203;1994;0;23,40;68,00;172;1;0;0;0;3;0;0;"     sci"
2204;1994;0;20,10;58,00;172;0;0;1;0;4;0;0;"     tec"
2205;1994;0;22,20;76,00;173;0;1;0;0;5;0;0;"     cla"
2206;1994;0;20,20;75,00;178;0;0;1;0;5;0;0;"     tec"
2207;1994;0;19,40;75,00;175;0;0;1;0;4;0;0;"     tec"
2208;1994;0;21,70;55,00;175;0;0;1;0;3;0;0;"     tec"
2209;1994;0;20,30;83,00;182;1;0;0;0;5;0;0;"     sci"
2210;1994;0;20,20;75,00;183;1;0;0;0;4;0;0;"     sci"
2211;1994;0;19,40;75,00;178;0;0;1;0;5;0;0;"     tec"
2212;1994;0;27,80;74,00;178;0;0;1;0;5;0;0;"     tec"
2213;1994;0;19,10;65,00;175;1;0;0;0;4;1;0;"     sci"
2214;1994;0;20,50;86,00;180;0;0;1;0;5;1;0;"     tec"
2215;1994;0;23,40;62,00;170;0;0;1;0;3;1;1;"     tec"
2216;1994;1;20,80;50,00;162;0;0;1;0;6;1;0;"     tec"
2217;1994;1;19,40;63,00;170;1;0;0;0;4;1;0;"     sci"
2218;1994;1;21,20;52,00;158;0;0;0;1;4;0;0;"     alt"
2219;1994;1;20,60;65,00;172;0;0;1;0;6;0;0;"     tec"
2220;1994;1;19,80;52,00;169;1;0;0;0;4;1;0;"     sci"
2221;1994;1;21,60;66,00;165;0;0;1;0;7;1;1;"     tec"
