"N";"AltInch";"PesoPounds"
7073;66,37;123,13
7074;67,35;131,78
7075;67,37;107,39
7076;68,37;125,28
7077;69,43;140,25
7078;68,83;126,49
7079;68,35;132,12
7080;69,72;126,50
7081;66,76;116,99
7082;68,59;113,40
7083;66,77;114,81
7084;66,92;108,97
7085;69,08;137,59
7086;69,06;122,67
7087;66,44;120,82
7088;70,37;139,80
7089;64,52;117,70
7090;67,58;149,60
7091;70,31;139,41
7092;70,50;137,88
7093;66,50;113,24
7094;65,35;117,02
7095;67,80;129,69
7096;66,06;137,81
7097;68,51;125,16
7098;64,11;112,71
7099;66,96;122,76
7100;67,96;118,00
7101;67,03;143,27
7102;70,02;122,65
7103;68,22;139,94
7104;68,92;110,00
7105;66,98;136,52
7106;66,60;126,67
7107;71,39;133,86
7108;67,86;136,41
7109;69,13;126,88
7110;67,87;117,79
7111;68,76;132,84
7112;67,36;116,01
7113;65,16;135,58
7114;70,55;125,93
7115;66,40;121,08
7116;66,83;136,27
7117;67,26;120,10
7118;70,00;133,76
7119;70,13;138,08
7120;67,04;127,29
7121;67,13;116,99
7122;68,39;143,16
7123;67,26;138,20
7124;70,70;140,55
7125;64,81;117,13
7126;67,63;134,81
7127;63,99;130,42
7128;67,89;120,51
7129;65,72;118,91
7130;67,34;124,20
7131;71,77;143,38
7132;65,51;102,06
7133;67,25;120,37
7134;68,26;134,76
7135;67,88;133,52
7136;69,86;151,48
7137;68,69;125,04
7138;70,16;133,27
7139;64,90;114,83
7140;69,99;136,67
7141;66,28;124,61
7142;71,21;153,91
7143;67,42;130,09
7144;68,73;126,84
7145;67,73;130,13
7146;68,15;137,00
7147;69,62;143,48
7148;68,14;139,42
7149;67,65;111,24
7150;64,65;115,74
7151;71,41;152,38
7152;66,99;101,78
7153;70,37;138,22
7154;66,51;144,95
7155;67,18;126,06
7156;68,03;129,55
7157;63,49;100,83
7158;67,48;135,68
7159;68,98;130,12
7160;68,48;114,32
7161;68,43;119,70
7162;66,82;117,96
7163;68,58;136,60
7164;68,21;126,51
7165;68,79;139,26
7166;66,59;132,44
7167;65,72;129,94
7168;69,45;105,77
7169;67,07;120,33
7170;66,06;110,50
7171;64,13;122,02
7172;65,84;121,68
7173;68,81;140,32
7174;68,01;130,29
7175;66,17;130,10
7176;69,20;133,19
7177;69,09;128,13
7178;69,50;137,32
7179;69,27;139,03
7180;69,82;152,57
7181;69,33;145,35
7182;69,64;131,46
7183;68,92;135,01
7184;67,99;120,37
7185;66,80;131,19
7186;64,69;116,39
7187;69,49;133,27
7188;68,30;114,02
7189;65,80;110,13
7190;69,89;127,76
7191;68,42;122,43
7192;69,50;130,91
7193;69,29;143,72
7194;67,74;140,51
7195;68,04;117,30
7196;69,58;128,30
7197;66,98;132,42
7198;70,06;151,36
7199;67,95;103,08
7200;69,72;135,24
7201;67,76;125,57
7202;71,50;134,28
7203;66,89;116,14
7204;69,78;145,15
7205;69,18;97,38
7206;69,55;141,52
7207;66,76;124,18
7208;70,68;119,41
7209;67,44;110,95
7210;70,43;152,88
7211;69,38;133,49
7212;67,25;131,53
7213;70,51;147,94
7214;68,07;107,22
7215;66,82;123,36
7216;72,79;119,62
7217;66,80;109,79
7218;68,40;130,90
7219;66,53;135,18
7220;66,19;110,61
7221;70,86;145,81
7222;67,03;118,07
7223;70,32;136,93
7224;63,52;111,55
7225;65,38;125,86
7226;67,61;126,72
7227;69,85;157,41
7228;64,02;108,38
7229;64,67;112,16
7230;67,23;118,31
7231;65,11;108,65
7232;66,20;119,98
7233;69,70;126,35
7234;70,47;119,79
7235;68,64;126,57
7236;67,34;119,40
7237;65,62;120,67
7238;66,96;122,55
7239;68,23;119,02
7240;69,38;126,45
7241;66,51;112,31
7242;66,37;118,69
7243;71,95;132,40
7244;70,82;136,08
7245;69,65;129,23
7246;67,97;137,96
7247;67,66;131,57
7248;69,76;141,38
7249;68,36;134,11
7250;68,80;118,55
7251;67,12;116,34
7252;68,11;136,69
7253;67,29;131,02
7254;70,70;112,10
7255;65,08;131,08
7256;71,14;127,40
7257;70,56;150,49
7258;68,47;130,85
7259;68,99;147,56
7260;70,76;128,82
7261;69,76;131,09
7262;65,74;118,72
7263;66,98;143,94
7264;64,41;112,56
7265;67,19;125,55
7266;67,00;136,93
7267;67,64;132,76
7268;67,50;142,70
7269;67,68;139,23
7270;73,81;140,09
7271;64,48;134,38
7272;64,58;120,98
7273;66,58;114,20
7274;68,75;128,87
7275;67,84;127,66
7276;69,02;129,43
7277;70,24;122,75
7278;66,48;126,88
7279;69,47;132,24
7280;66,15;132,33
7281;66,50;137,74
7282;71,56;148,11
7283;67,45;119,77
7284;65,97;122,54
7285;68,36;147,10
7286;67,64;142,18
7287;68,45;134,83
7288;67,64;131,92
7289;65,33;135,06
7290;71,61;140,38
7291;69,96;144,79
7292;70,31;133,40
7293;68,04;134,06
7294;70,72;140,80
7295;68,49;136,79
7296;67,94;117,52
7297;66,67;125,09
7298;66,33;120,30
7299;68,43;131,53
7300;66,06;128,73
7301;68,27;145,31
7302;71,13;139,90
7303;65,90;111,19
7304;66,34;134,04
7305;65,35;109,45
7306;66,77;125,60
7307;70,15;125,46
7308;64,87;108,86
7309;66,39;122,12
7310;70,19;134,77
7311;65,14;118,25
7312;69,13;134,83
7313;68,66;149,91
7314;68,58;120,50
7315;68,54;131,31
7316;69,04;120,73
7317;67,79;145,31
7318;70,54;128,93
7319;67,88;132,45
7320;66,60;125,77
7321;65,36;88,81
7322;69,68;138,35
7323;68,57;127,84
7324;66,22;127,74
7325;68,54;117,28
7326;67,79;133,42
7327;68,63;140,44
7328;67,95;131,43
7329;67,73;111,32
7330;67,61;115,93
7331;70,69;141,28
7332;68,26;129,98
7333;65,89;134,87
7334;73,01;156,09
7335;67,67;134,77
7336;66,78;135,51
7337;68,32;120,99
7338;70,73;133,08
7339;69,43;128,01
7340;69,95;111,88
7341;68,38;108,57
7342;66,70;141,85
7343;70,25;134,91
7344;67,62;118,23
7345;67,58;123,56
7346;65,98;110,97
7347;68,78;121,70
7348;68,62;128,96
7349;67,27;132,63
7350;65,34;111,02
7351;69,76;143,25
7352;69,89;125,22
7353;69,03;136,32
7354;67,52;126,37
7355;69,42;133,28
7356;69,25;122,81
7357;67,20;121,36
7358;68,00;139,82
7359;72,35;130,89
7360;65,18;137,49
7361;67,18;124,87
7362;67,76;122,63
7363;69,67;128,13
7364;68,04;110,49
7365;70,36;130,46
7366;64,41;124,18
7367;66,85;140,36
7368;70,20;132,45
7369;67,02;129,97
7370;69,26;144,32
7371;67,42;118,45
7372;70,54;133,05
7373;64,53;123,76
7374;68,24;125,68
7375;65,98;129,79
7376;66,86;106,10
7377;66,12;139,32
7378;67,34;130,47
7379;67,62;119,96
7380;67,02;124,47
7381;67,42;126,09
7382;66,99;128,21
7383;69,26;136,23
7384;67,67;121,86
7385;68,48;112,30
7386;69,15;134,70
7387;69,54;127,43
7388;67,40;106,64
7389;66,14;107,89
7390;63,61;117,28
7391;65,16;110,24
7392;68,08;121,04
7393;67,93;124,35
7394;67,52;128,15
7395;68,97;121,22
7396;63,48;121,08
7397;66,16;117,50
7398;64,82;97,53
7399;66,42;119,61
7400;68,43;118,97
7401;66,52;137,85
7402;68,74;121,51
7403;65,97;132,54
7404;67,03;100,00
7405;68,58;141,20
7406;66,32;126,53
7407;72,83;155,39
7408;70,39;134,77
7409;68,05;125,69
7410;65,14;115,00
7411;69,14;125,90
7412;64,25;123,25
7413;63,75;117,19
7414;72,02;148,78
7415;65,65;128,86
7416;67,21;118,79
7417;69,10;123,39
7418;64,55;90,03
7419;69,84;120,57
7420;70,64;126,21
7421;67,02;126,79
7422;66,05;124,96
7423;67,36;143,18
7424;67,63;129,48
7425;67,75;131,31
7426;69,01;139,61
7427;66,81;120,33
7428;68,12;128,04
7429;69,39;144,21
7430;68,01;107,24
7431;71,13;140,61
7432;66,92;110,63
7433;68,51;123,78
7434;67,49;134,26
7435;67,69;135,73
7436;70,48;132,57
7437;64,47;101,36
7438;69,08;138,24
7439;67,60;131,91
7440;68,32;99,18
7441;68,73;104,53
7442;65,82;108,80
7443;67,59;129,19
7444;69,82;132,22
7445;69,24;132,09
7446;66,84;121,34
7447;69,53;120,10
7448;66,37;122,07
7449;66,07;125,36
7450;64,61;112,55
7451;68,42;121,13
7452;69,56;115,43
7453;69,39;140,71
7454;68,43;123,02
7455;67,05;127,01
7456;67,79;130,04
7457;71,94;144,19
7458;69,63;129,69
7459;72,08;143,08
7460;68,45;117,24
7461;65,46;139,36
7462;67,27;106,04
7463;68,18;131,00
7464;67,28;119,62
7465;63,91;112,35
7466;67,71;132,67
7467;72,14;139,76
7468;68,25;135,81
7469;67,53;133,31
7470;68,60;121,20
7471;67,59;111,61
7472;65,19;114,08
7473;62,40;110,25
7474;70,58;122,89
7475;68,89;134,85
7476;68,74;119,19
7477;66,29;118,44
7478;66,65;134,12
7479;66,55;125,09
7480;67,70;123,87
7481;69,75;125,87
7482;67,72;114,25
7483;69,36;135,53
7484;66,44;115,76
7485;67,19;119,57
7486;66,43;114,63
7487;65,08;117,43
7488;70,47;153,89
7489;67,66;107,88
7490;67,50;113,02
7491;68,91;131,59
7492;67,64;131,13
7493;68,50;139,45
7494;67,21;133,76
7495;65,88;113,01
7496;69,87;118,34
7497;70,37;138,26
7498;68,66;139,69
7499;68,70;132,65
7500;69,80;141,74
7501;70,90;150,05
7502;65,17;118,25
7503;66,21;118,96
7504;69,61;135,48
7505;69,87;154,31
7506;65,58;133,11
7507;66,08;115,46
7508;70,48;135,99
7509;67,84;112,94
7510;68,47;136,30
7511;66,79;128,71
7512;68,54;124,55
7513;64,80;114,07
7514;66,60;106,27
7515;67,21;121,73
7516;66,73;114,85
7517;66,53;110,79
7518;68,69;132,23
7519;68,19;141,18
7520;63,92;121,32
7521;69,58;117,61
7522;70,98;140,18
7523;70,76;141,90
7524;65,02;126,14
7525;66,90;128,00
7526;69,23;130,83
7527;66,09;143,72
7528;69,49;138,91
7529;68,05;140,34
7530;67,49;131,69
7531;68,85;140,81
7532;68,23;125,70
7533;68,38;116,04
7534;68,95;113,63
7535;67,65;125,51
7536;66,20;111,89
7537;68,93;134,51
7538;67,80;127,10
7539;65,26;121,87
7540;68,09;130,42
7541;68,65;115,78
7542;67,81;120,45
7543;65,20;133,66
7544;65,84;105,31
7545;67,38;141,28
7546;67,92;124,50
7547;66,27;120,04
7548;70,74;121,06
7549;69,97;147,22
7550;67,20;125,56
7551;67,31;126,71
7552;70,24;147,52
7553;68,99;134,32
7554;68,59;131,21
7555;67,98;137,52
7556;70,36;149,44
7557;68,91;125,74
7558;66,87;123,15
7559;66,79;122,66
7560;66,13;107,09
7561;72,32;126,44
7562;68,51;130,18
7563;68,79;128,07
7564;70,50;147,63
7565;67,21;124,89
7566;67,40;140,40
7567;67,35;135,52
7568;68,38;129,79
7569;71,91;140,73
7570;68,43;121,21
7571;67,77;139,60
7572;68,99;117,08
7573;66,21;129,60
7574;67,73;123,84
7575;70,30;129,36
7576;68,12;118,03
7577;69,86;127,87
7578;68,46;129,22
7579;70,82;130,31
7580;70,53;125,34
7581;66,68;114,57
7582;67,97;123,63
7583;67,22;111,52
7584;69,68;135,31
7585;66,59;126,28
7586;66,10;128,38
7587;67,86;110,50
7588;68,01;125,16
7589;67,58;131,71
7590;67,51;129,27
7591;68,53;127,26
7592;65,53;116,15
7593;67,01;115,64
7594;71,70;130,08
7595;67,42;119,13
7596;67,40;138,62
7597;70,61;132,13
7598;71,40;133,72
7599;64,09;103,41
7600;68,57;140,52
7601;70,44;139,24
7602;68,78;137,18
7603;68,17;128,69
7604;67,25;119,68
7605;69,58;134,28
7606;65,62;117,58
7607;70,16;149,01
7608;66,60;125,25
7609;66,83;137,98
7610;67,74;114,09
7611;67,01;105,55
7612;68,82;129,12
7613;66,53;121,66
7614;64,95;125,68
7615;66,39;106,51
7616;69,15;145,46
7617;67,39;137,83
7618;66,46;108,31
7619;66,04;117,83
7620;70,38;137,02
7621;65,65;94,93
7622;67,33;121,78
7623;69,28;127,83
7624;70,21;136,72
7625;64,34;113,38
7626;69,31;139,70
7627;71,18;137,81
7628;66,69;104,80
7629;69,94;129,35
7630;66,51;138,63
7631;64,14;116,59
7632;69,92;124,88
7633;66,73;137,45
7634;68,51;140,23
7635;67,32;136,21
7636;64,05;104,39
7637;68,15;119,49
7638;67,71;118,26
7639;66,70;130,14
7640;67,41;129,06
7641;68,76;132,75
7642;67,84;117,49
7643;67,26;130,84
7644;68,45;125,52
7645;67,22;115,86
7646;66,87;128,83
7647;66,74;109,33
7648;69,44;125,85
7649;65,46;107,24
7650;68,67;125,27
7651;69,85;129,28
7652;69,12;122,27
7653;69,21;130,39
7654;67,02;132,86
7655;67,69;130,41
7656;70,06;154,37
7657;69,36;137,71
7658;69,08;123,92
7659;68,21;127,16
7660;68,60;126,33
7661;66,55;114,93
7662;68,71;118,27
7663;68,58;122,50
7664;69,08;120,39
7665;66,85;98,47
7666;68,56;131,29
7667;66,72;116,80
7668;66,73;131,91
7669;68,65;118,39
7670;66,11;120,02
7671;66,70;126,73
7672;67,44;152,50
7673;69,25;120,65
7674;68,75;130,20
7675;70,94;138,82
7676;67,77;136,62
7677;66,24;105,45
7678;62,64;130,32
7679;67,42;129,50
7680;64,44;112,12
7681;67,88;107,77
7682;70,54;142,23
7683;70,31;130,17
7684;67,81;133,64
7685;64,61;106,97
7686;68,75;127,13
7687;70,67;141,61
7688;64,79;123,88
7689;67,22;124,72
7690;66,75;133,49
7691;69,90;140,12
7692;71,96;135,24
7693;65,42;129,58
7694;66,60;120,73
7695;66,43;133,74
7696;66,34;104,35
7697;69,96;140,00
7698;71,64;120,82
7699;66,24;115,97
7700;68,69;117,05
7701;67,15;129,48
7702;71,96;133,60
7703;68,55;126,65
7704;67,05;122,61
7705;67,50;132,90
7706;68,78;125,29
7707;67,07;114,71
7708;65,46;131,48
7709;69,49;123,47
7710;64,67;120,16
7711;69,32;134,08
7712;64,39;121,96
7713;67,96;103,35
7714;68,17;112,48
7715;66,87;105,39
7716;67,30;135,06
7717;68,26;132,12
7718;65,36;127,24
7719;68,94;125,01
7720;67,50;113,58
7721;64,29;120,10
7722;65,56;129,74
7723;68,65;128,76
7724;67,66;104,23
7725;66,46;125,96
7726;69,61;138,33
7727;70,15;144,03
7728;68,00;137,10
7729;68,85;130,63
7730;70,34;124,78
7731;65,01;134,45
7732;67,58;132,84
7733;67,96;135,42
7734;64,23;124,13
7735;71,82;143,92
7736;68,40;124,99
7737;72,92;155,45
7738;68,26;124,81
7739;71,32;128,32
7740;69,04;142,90
7741;65,18;115,90
7742;66,94;121,99
7743;69,21;136,23
7744;65,53;120,85
7745;64,91;107,68
7746;66,40;104,36
7747;66,51;130,01
7748;68,98;127,62
7749;70,39;142,01
7750;67,27;134,53
7751;68,27;124,14
7752;66,13;125,06
7753;69,84;138,27
7754;69,24;125,40
7755;69,49;107,84
7756;68,01;138,72
7757;67,14;126,49
7758;67,32;122,59
7759;67,22;117,16
7760;67,20;122,93
7761;71,22;133,33
7762;62,61;127,70
7763;66,05;112,47
7764;68,62;111,09
7765;66,42;128,51
7766;67,66;122,96
7767;67,87;125,76
7768;69,43;142,95
7769;66,91;108,12
7770;67,07;131,38
7771;66,38;123,36
7772;66,88;118,51
7773;70,13;135,20
7774;65,04;129,32
7775;67,94;147,06
7776;65,69;126,79
7777;65,69;123,84
7778;68,06;118,65
7779;65,57;127,08
7780;69,51;137,43
7781;68,01;132,45
7782;65,97;113,27
7783;68,50;117,63
7784;68,65;125,86
7785;64,90;128,85
7786;66,86;121,55
7787;67,45;101,79
7788;70,57;136,49
7789;65,50;113,25
7790;68,03;139,63
7791;70,44;132,74
7792;66,83;111,39
7793;66,38;102,00
7794;68,33;124,06
7795;69,41;137,86
7796;67,82;134,72
7797;69,19;139,03
7798;66,58;118,11
7799;65,86;132,29
7800;67,92;127,88
7801;67,65;114,39
7802;69,00;135,86
7803;68,02;110,99
7804;67,90;113,08
7805;67,89;102,68
7806;70,78;159,39
7807;66,32;129,71
7808;71,20;141,41
7809;67,87;129,90
7810;65,94;116,20
7811;69,87;126,61
7812;65,79;114,83
7813;70,22;130,94
7814;68,85;117,22
7815;67,99;128,03
7816;67,08;129,21
7817;68,85;124,91
7818;66,06;119,76
7819;70,41;137,75
7820;68,26;124,02
7821;70,00;125,97
7822;65,69;125,50
7823;70,94;118,21
7824;70,40;152,63
7825;67,93;124,00
7826;67,24;130,85
7827;67,43;132,57
7828;67,97;137,56
7829;69,69;134,53
7830;68,88;120,90
7831;66,22;117,76
7832;64,74;113,27
7833;71,14;147,13
7834;65,97;113,51
7835;69,43;159,78
7836;65,39;125,19
7837;68,47;127,56
7838;67,68;125,65
7839;69,77;118,66
7840;73,85;136,06
7841;68,65;122,83
7842;68,88;133,03
7843;66,74;136,45
7844;68,04;126,38
7845;64,85;114,20
7846;67,03;120,33
7847;65,56;119,87
7848;68,13;134,19
7849;65,65;125,62
7850;72,22;138,81
7851;67,93;126,34
7852;70,43;135,74
7853;68,08;138,05
7854;69,86;126,14
7855;68,70;120,96
7856;68,58;139,83
7857;66,67;122,24
7858;69,96;129,71
7859;66,29;137,16
7860;65,76;104,50
7861;69,11;135,73
7862;66,87;111,54
7863;67,36;147,70
7864;69,93;150,47
7865;69,81;133,08
7866;66,56;140,73
7867;70,95;130,44
7868;69,19;127,56
7869;70,28;133,92
7870;69,97;145,46
7871;69,93;133,82
7872;67,23;126,28
7873;67,27;117,10
7874;66,48;128,52
7875;68,44;120,24
7876;66,89;114,76
7877;65,29;132,42
7878;69,06;132,19
7879;68,02;135,25
7880;70,02;113,90
7881;65,82;117,29
7882;70,21;150,61
7883;68,55;143,21
7884;66,17;132,18
7885;67,36;134,91
7886;69,98;122,16
7887;65,49;122,90
7888;67,22;108,70
7889;67,28;132,64
7890;66,27;121,04
7891;67,20;117,71
7892;69,96;133,34
7893;70,33;138,29
7894;67,60;130,45
7895;70,12;117,44
7896;65,79;107,18
7897;67,91;128,30
7898;66,60;114,23
7899;66,36;116,36
7900;69,37;124,58
7901;69,08;131,53
7902;68,03;137,65
7903;66,72;127,16
7904;65,59;110,47
7905;66,56;125,48
7906;68,54;124,84
7907;71,80;136,45
7908;69,41;123,60
7909;67,91;126,78
7910;66,63;141,13
7911;70,00;127,36
7912;67,21;134,97
7913;69,99;135,83
7914;70,44;142,76
7915;69,99;126,51
7916;71,11;131,71
7917;68,42;126,68
7918;71,73;122,69
7919;68,25;134,23
7920;72,13;120,93
7921;69,09;132,29
7922;66,02;132,28
7923;65,38;126,17
7924;67,27;118,20
7925;68,98;126,43
7926;68,99;120,37
7927;66,75;103,63
7928;66,09;112,36
7929;68,70;119,66
7930;64,72;106,38
7931;69,53;120,20
7932;71,32;156,59
7933;69,25;132,48
7934;70,01;132,05
7935;72,05;148,97
7936;68,49;128,91
7937;67,20;109,94
7938;67,42;121,83
7939;67,38;136,41
7940;68,81;154,49
7941;65,56;116,81
7942;68,86;123,43
7943;67,63;128,52
7944;63,64;114,55
7945;69,12;142,83
7946;70,19;124,52
7947;68,62;109,55
7948;68,58;137,40
7949;66,78;119,46
7950;67,68;122,74
7951;68,79;143,48
7952;66,72;116,28
7953;67,68;120,39
7954;67,24;117,81
7955;70,80;131,95
7956;69,81;128,86
7957;67,41;118,31
7958;68,10;140,71
7959;69,52;138,74
7960;66,44;123,66
7961;66,50;104,03
7962;68,27;122,99
7963;67,51;131,63
7964;68,23;122,17
7965;69,20;128,23
7966;68,22;135,75
7967;69,67;116,29
7968;69,15;134,00
7969;67,44;127,50
7970;71,41;145,79
7971;66,01;141,99
7972;67,57;127,94
7973;64,49;140,20
7974;70,19;126,91
7975;67,51;123,73
7976;66,75;119,09
7977;66,36;132,42
7978;65,96;126,77
7979;67,47;138,53
7980;65,85;115,08
7981;67,12;122,78
7982;69,11;138,66
7983;64,77;113,55
7984;68,77;126,08
7985;69,56;128,95
7986;66,86;137,05
7987;67,45;142,65
7988;66,70;127,03
7989;69,45;130,83
7990;67,83;120,09
7991;67,65;137,35
7992;69,02;135,01
7993;68,05;125,43
7994;65,01;113,77
7995;67,74;128,78
7996;67,30;110,31
7997;69,57;169,12
7998;66,46;127,26
7999;67,37;121,78
8000;66,03;123,29
8001;67,88;126,52
8002;66,60;124,18
8003;67,72;119,54
8004;66,20;125,19
8005;69,24;126,27
8006;68,69;110,89
8007;66,70;120,30
8008;71,16;135,03
8009;65,43;152,61
8010;67,25;130,54
8011;68,05;123,74
8012;70,48;134,93
8013;69,03;129,66
8014;65,41;118,14
8015;68,94;136,99
8016;68,75;107,73
8017;69,54;135,51
8018;66,34;123,73
8019;69,92;146,43
8020;66,65;127,93
8021;68,55;123,43
8022;65,96;122,51
8023;69,48;119,19
8024;66,34;137,16
8025;68,28;123,35
8026;68,39;126,19
8027;65,75;111,55
8028;68,36;133,94
8029;69,21;134,42
8030;67,22;114,80
8031;68,65;124,76
8032;68,44;110,37
8033;70,35;125,93
8034;71,52;137,94
8035;67,94;141,01
8036;70,04;127,34
8037;64,54;130,18
8038;66,18;127,60
8039;68,11;124,15
8040;69,50;151,76
8041;71,46;135,59
8042;67,79;131,21
8043;64,84;121,26
8044;66,50;137,49
8045;70,06;144,62
8046;69,80;116,84
8047;70,14;131,83
8048;67,22;133,60
8049;71,97;138,10
8050;69,32;136,58
8051;67,41;123,83
8052;68,08;131,07
8053;68,13;136,84
8054;70,37;130,56
8055;70,31;132,95
8056;65,55;121,23
8057;64,65;118,39
8058;69,73;122,16
8059;67,69;121,72
8060;70,20;118,40
8061;64,46;120,62
8062;69,64;134,48
8063;69,29;131,24
8064;68,98;121,22
8065;67,32;110,66
8066;69,65;134,42
8067;69,91;148,56
8068;70,93;129,73
8069;68,91;109,48
8070;68,55;131,19
8071;66,76;121,93
8072;70,89;138,85
8073;73,09;134,95
8074;69,22;145,07
8075;63,65;116,56
8076;66,46;129,73
8077;68,35;123,79
8078;67,57;124,20
8079;66,83;135,50
8080;69,62;143,01
8081;68,05;126,03
8082;67,54;134,55
8083;69,30;116,76
8084;67,38;128,93
8085;71,45;134,64
8086;68,49;128,36
8087;65,84;125,70
8088;69,25;133,44
8089;64,51;103,08
8090;67,82;127,06
8091;65,84;118,22
8092;70,67;122,67
8093;67,11;124,64
8094;67,59;138,59
8095;66,33;116,43
8096;69,89;140,02
8097;66,38;142,46
8098;67,10;125,11
8099;66,43;113,19
8100;66,12;120,46
8101;67,00;133,64
8102;64,16;101,96
8103;67,32;135,90
8104;66,94;121,87
8105;69,08;142,78
8106;70,44;132,94
8107;67,91;125,39
8108;66,51;119,51
8109;67,38;128,44
8110;68,10;120,96
8111;67,51;110,02
8112;68,28;108,76
8113;67,79;128,06
8114;68,30;121,21
8115;66,19;113,90
8116;65,84;142,39
8117;68,82;135,09
8118;68,96;135,98
8119;69,04;133,62
8120;64,90;123,52
8121;64,53;121,14
8122;71,75;139,37
8123;66,93;132,21
8124;65,54;129,48
8125;64,84;91,80
8126;66,98;130,04
8127;66,14;118,81
8128;70,81;145,21
8129;68,91;152,08
8130;66,66;100,27
8131;70,48;137,65
8132;69,91;135,50
8133;66,64;118,64
8134;69,01;145,88
8135;66,26;115,31
8136;68,89;119,30
8137;71,22;132,15
8138;68,68;124,68
8139;69,89;135,15
8140;68,69;116,03
8141;69,85;136,02
8142;63,44;112,17
8143;64,11;133,15
8144;71,75;132,08
8145;66,19;135,49
8146;65,72;126,82
8147;72,16;137,56
8148;66,48;127,29
8149;69,31;124,21
8150;68,02;119,55
8151;65,97;91,25
8152;71,29;142,51
8153;71,51;127,78
8154;68,60;128,85
8155;68,18;135,92
8156;69,88;151,87
8157;67,93;132,02
8158;69,80;123,16
8159;65,19;117,69
8160;67,84;127,05
8161;68,50;137,92
8162;65,14;115,18
8163;66,95;120,62
8164;68,25;136,41
8165;68,03;149,06
8166;64,54;111,30
8167;71,52;127,80
8168;69,57;137,74
8169;66,84;129,98
8170;68,58;123,32
8171;69,51;146,78
